frame.number	eth.dst	eth.src	eth.type	ip.version	ip.hdr_len	ip.dsfield.dscp	ip.dsfield.ecn	ip.len	ip.id	ip.flags.rb	ip.flags.df	ip.flags.mf	ip.frag_offset	ip.ttl	ip.proto	ip.checksum	ip.src	ip.dst	tcp.srcport	tcp.dstport	tcp.hdr_len	tcp.flags.res	tcp.flags.ns	tcp.flags.cwr	tcp.flags.ecn	tcp.flags.urg	tcp.flags.ack	tcp.flags.push	tcp.flags.reset	tcp.flags.syn	tcp.flags.fin	tcp.window_size_value	tcp.checksum	tcp.urgent_pointer	tcp.options	tcp.payload	udp.srcport	udp.dstport	udp.length	udp.checksum	eth.padding
63	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dab3	0	1	0	0	128	6	0x00000231	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x00005e8e	0		207368652077656e74206f6e2067726f77696e672c20616e642c0d0a61732061206c617374207265736f757263652c2073686520707574206f6e652061726d206f7574206f66207468652077696e646f772c20616e64206f6e650d0a666f6f7420757020746865206368696d6e65792c20616e64207361696420746f2068657273656c6620604e6f7720492063616e20646f206e6f206d6f72652c0d0a77686174657665722068617070656e732e2020576861742057494c4c206265636f6d65206f66206d653f270d0a0d0a20204c75636b696c7920666f7220416c6963652c20746865206c6974746c65206d6167696320626f74746c6520686164206e6f7720686164206974732066756c6c0d0a6566666563742c20616e64207368652067726577206e6f206c61726765723a20207374696c6c20697420776173207665727920756e636f6d666f727461626c652c0d0a616e642c206173207468657265207365656d656420746f206265206e6f20736f7274206f66206368616e6365206f662068657220657665722067657474696e670d0a6f7574206f662074686520726f6f6d20616761696e2c206e6f20776f6e646572207368652066656c7420756e68617070792e0d0a0d0a202060497420776173206d75636820706c656173616e74657220617420686f6d652c272074686f7567687420706f6f7220416c6963652c20607768656e206f6e650d0a7761736e277420616c776179732067726f77696e67206c617267657220616e6420736d616c6c65722c20616e64206265696e67206f7264657265642061626f75740d0a6279206d69636520616e6420726162626974732e20204920616c6d6f737420776973682049206861646e277420676f6e6520646f776e20746861740d0a7261626269742d686f6c652d2d616e64207965742d2d616e64207965742d2d697427732072617468657220637572696f75732c20796f75206b6e6f772c0d0a7468697320736f7274206f66206c6966652120204920646f20776f6e64657220776861742043414e20686176652068617070656e656420746f206d65210d0a5768656e2049207573656420746f20726561642066616972792d74616c65732c20492066616e636965642074686174206b696e64206f66207468696e670d0a6e657665722068617070656e65642c20616e64206e6f772068657265204920616d20696e20746865206d6964646c65206f66206f6e6521202054686572650d0a6f7567687420746f206265206120626f6f6b207772697474656e2061626f7574206d652c2074686174207468657265206f75676874212020416e64207768656e0d0a492067726f772075702c2049276c6c207772697465206f6e652d2d6275742049276d2067726f776e207570206e6f772c272073686520616464656420696e20610d0a736f72726f7766756c20746f6e653b20606174206c656173742074686572652773206e6f20726f6f6d20746f2067726f7720757020616e79206d6f72650d0a484552452e270d0a0d0a202060427574207468656e2c272074686f7567687420416c6963652c20607368616c6c2049204e455645522067657420616e79206f6c646572207468616e20490d0a616d206e6f773f202054686174276c6c206265206120636f6d666f72742c206f6e65207761792d2d6e6576657220746f20626520616e206f6c6420776f6d616e2d2d0d0a627574207468656e2d2d616c776179					
64	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dab4	0	1	0	0	128	6	0x00000230	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x0000d2c4	0		7320746f2068617665206c6573736f6e7320746f206c6561726e2120204f682c20492073686f756c646e2774206c696b65205448415421270d0a0d0a2020604f682c20796f7520666f6f6c69736820416c69636521272073686520616e7377657265642068657273656c662e202060486f772063616e20796f750d0a6c6561726e206c6573736f6e7320696e20686572653f20205768792c207468657265277320686172646c7920726f6f6d20666f7220594f552c20616e64206e6f0d0a726f6f6d20617420616c6c20666f7220616e79206c6573736f6e2d626f6f6b7321270d0a0d0a2020416e6420736f207368652077656e74206f6e2c2074616b696e67206669727374206f6e65207369646520616e64207468656e20746865206f746865722c0d0a616e64206d616b696e67207175697465206120636f6e766572736174696f6e206f6620697420616c746f6765746865723b206275742061667465722061206665770d0a6d696e7574657320736865206865617264206120766f696365206f7574736964652c20616e642073746f7070656420746f206c697374656e2e0d0a0d0a2020604d61727920416e6e2120204d61727920416e6e212720736169642074686520766f6963652e2020604665746368206d65206d7920676c6f7665730d0a74686973206d6f6d656e74212720205468656e2063616d652061206c6974746c6520706174746572696e67206f662066656574206f6e207468650d0a7374616972732e2020416c696365206b6e657720697420776173207468652052616262697420636f6d696e6720746f206c6f6f6b20666f72206865722c20616e640d0a736865207472656d626c65642074696c6c207368652073686f6f6b2074686520686f7573652c20717569746520666f7267657474696e672074686174207368650d0a776173206e6f772061626f757420612074686f7573616e642074696d6573206173206c6172676520617320746865205261626269742c20616e6420686164206e6f0d0a726561736f6e20746f20626520616672616964206f662069742e0d0a0d0a202050726573656e746c7920746865205261626269742063616d6520757020746f2074686520646f6f722c20616e6420747269656420746f206f70656e2069743b0d0a6275742c2061732074686520646f6f72206f70656e656420696e77617264732c20616e6420416c696365277320656c626f772077617320707265737365640d0a6861726420616761696e73742069742c207468617420617474656d70742070726f7665642061206661696c7572652e2020416c6963652068656172642069740d0a73617920746f20697473656c6620605468656e2049276c6c20676f20726f756e6420616e642067657420696e206174207468652077696e646f772e270d0a0d0a2020605448415420796f7520776f6e2774272074686f7567687420416c6963652c20616e642c2061667465722077616974696e672074696c6c207368650d0a66616e63696564207368652068656172642074686520526162626974206a75737420756e646572207468652077696e646f772c207368652073756464656e6c790d0a737072656164206f7574206865722068616e642c20616e64206d616465206120736e6174636820696e20746865206169722e202053686520646964206e6f740d0a67657420686f6c64206f6620616e797468696e672c2062757420736865206865					
65	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	672	0x0000dab5	0	1	0	0	128	6	0x000004a3	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	1	0	0	0	65535	0x0000dddc	0		6172642061206c6974746c652073687269656b20616e6420612066616c6c2c0d0a616e642061206372617368206f662062726f6b656e20676c6173732c2066726f6d2077686963682073686520636f6e636c756465642074686174206974207761730d0a6a75737420706f737369626c65206974206861642066616c6c656e20696e746f206120637563756d6265722d6672616d652c206f7220736f6d657468696e670d0a6f662074686520736f72742e0d0a0d0a20204e6578742063616d6520616e20616e67727920766f6963652d2d7468652052616262697427732d2d6050617421205061742120205768657265206172650d0a796f753f272020416e64207468656e206120766f6963652073686520686164206e65766572206865617264206265666f72652c206053757265207468656e0d0a49276d206865726521202044696767696e6720666f72206170706c65732c2079657220686f6e6f757221270d0a0d0a20206044696767696e6720666f72206170706c65732c20696e6465656421272073616964207468652052616262697420616e6772696c792e20206048657265210d0a436f6d6520616e642068656c70206d65206f7574206f6620544849532127202028536f756e6473206f66206d6f72652062726f6b656e20676c6173732e290d0a0d0a2020604e6f772074656c6c206d652c205061742c20776861742773207468617420696e207468652077696e646f773f270d0a0d0a202060537572652c206974277320616e2061726d2c2079657220686f6e6f7572212720202848652070726f6e6f756e6365642069742060617272756d2e27290d0a0d0a202060416e2061726d2c20796f7520676f6f736521202020					
66	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7a5	0	1	0	0	52	6	0x0000862b	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x00003222	0							
67	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7a6	0	1	0	0	52	6	0x0000862a	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x0000284a	0							
68	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7a7	0	1	0	0	52	6	0x00008629	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x00001e72	0							
69	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7a8	0	1	0	0	52	6	0x00008628	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x00001bfa	0							
70	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dab7	0	1	0	0	128	6	0x0000022d	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x0000c1d9	0		57686f206576657220736177206f6e6520746861742073697a653f20205768792c2069740d0a66696c6c73207468652077686f6c652077696e646f7721270d0a0d0a202060537572652c20697420646f65732c2079657220686f6e6f75723a2020627574206974277320616e2061726d20666f7220616c6c20746861742e270d0a0d0a20206057656c6c2c206974277320676f74206e6f20627573696e6573732074686572652c20617420616e7920726174653a2020676f20616e642074616b652069740d0a6177617921270d0a0d0a20205468657265207761732061206c6f6e672073696c656e636520616674657220746869732c20616e6420416c69636520636f756c64206f6e6c7920686561720d0a7768697370657273206e6f7720616e64207468656e3b20737563682061732c2060537572652c204920646f6e2774206c696b652069742c207965720d0a686f6e6f75722c20617420616c6c2c20617420616c6c2127202060446f20617320492074656c6c20796f752c20796f7520636f77617264212720616e642061740d0a6c6173742073686520737072656164206f7574206865722068616e6420616761696e2c20616e64206d61646520616e6f7468657220736e6174636820696e0d0a746865206169722e2020546869732074696d6520746865726520776572652054574f206c6974746c652073687269656b732c20616e64206d6f72650d0a736f756e6473206f662062726f6b656e20676c6173732e202060576861742061206e756d626572206f6620637563756d6265722d6672616d65732074686572650d0a6d75737420626521272074686f7567687420416c6963652e2020604920776f6e64657220776861742074686579276c6c20646f206e657874212020417320666f720d0a70756c6c696e67206d65206f7574206f66207468652077696e646f772c2049206f6e6c792077697368207468657920434f554c4421202049276d207375726520490d0a646f6e27742077616e7420746f207374617920696e206865726520616e79206c6f6e67657221270d0a0d0a20205368652077616974656420666f7220736f6d652074696d6520776974686f75742068656172696e6720616e797468696e67206d6f72653a202061740d0a6c6173742063616d6520612072756d626c696e67206f66206c6974746c652063617274776865656c732c20616e642074686520736f756e64206f6620610d0a676f6f64206d616e7920766f6963657320616c6c2074616c6b696e6720746f6765746865723a2020736865206d616465206f75742074686520776f7264733a0d0a605768657265277320746865206f74686572206c61646465723f2d2d5768792c2049206861646e277420746f206272696e6720627574206f6e653b0d0a42696c6c277320676f7420746865206f746865722d2d42696c6c2120666574636820697420686572652c206c6164212d2d486572652c207075742027656d2075700d0a6174207468697320636f726e65722d2d4e6f2c207469652027656d20746f6765746865722066697273742d2d7468657920646f6e27742072656163682068616c660d0a6869676820656e6f756768207965742d2d4f68212074686579276c6c20646f2077656c6c20656e6f7567683b20646f6e277420626520706172746963756c61722d2d0d0a486572652c2042696c6c2120636174636820686f6c64206f66207468697320726f70652d2d					
71	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dab8	0	1	0	0	128	6	0x0000022c	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x00007d6f	0		57696c6c2074686520726f6f6620626561723f2d2d4d696e640d0a74686174206c6f6f736520736c6174652d2d4f682c206974277320636f6d696e6720646f776e21202048656164732062656c6f772127202861206c6f75640d0a6372617368292d2d604e6f772c2077686f2064696420746861743f2d2d4974207761732042696c6c2c20492066616e63792d2d57686f277320746f20676f0d0a646f776e20746865206368696d6e65793f2d2d4e61792c2049207368616e27742120594f5520646f206974212d2d54686174204920776f6e27742c0d0a7468656e212d2d42696c6c277320746f20676f20646f776e2d2d486572652c2042696c6c2120746865206d6173746572207361797320796f7527726520746f0d0a676f20646f776e20746865206368696d6e657921270d0a0d0a2020604f682120536f2042696c6c277320676f7420746f20636f6d6520646f776e20746865206368696d6e65792c206861732068653f2720736169640d0a416c69636520746f2068657273656c662e2020605368792c2074686579207365656d20746f207075742065766572797468696e672075706f6e2042696c6c210d0a4920776f756c646e277420626520696e2042696c6c277320706c61636520666f72206120676f6f64206465616c3a2020746869732066697265706c6163652069730d0a6e6172726f772c20746f20626520737572653b206275742049205448494e4b20492063616e206b69636b2061206c6974746c6521270d0a0d0a202053686520647265772068657220666f6f742061732066617220646f776e20746865206368696d6e65792061732073686520636f756c642c20616e640d0a7761697465642074696c6c207368652068656172642061206c6974746c6520616e696d616c202873686520636f756c646e2774206775657373206f6620776861740d0a736f727420697420776173292073637261746368696e6720616e6420736372616d626c696e672061626f757420696e20746865206368696d6e657920636c6f73650d0a61626f7665206865723a20207468656e2c20736179696e6720746f2068657273656c662060546869732069732042696c6c2c27207368652067617665206f6e650d0a7368617270206b69636b2c20616e642077616974656420746f20736565207768617420776f756c642068617070656e206e6578742e0d0a0d0a2020546865206669727374207468696e67207368652068656172642077617320612067656e6572616c2063686f727573206f662060546865726520676f65730d0a42696c6c2127207468656e2074686520526162626974277320766f69636520616c6f6e672d2d6043617463682068696d2c20796f75206279207468650d0a68656467652127207468656e2073696c656e63652c20616e64207468656e20616e6f7468657220636f6e667573696f6e206f6620766f696365732d2d60486f6c640d0a75702068697320686561642d2d4272616e6479206e6f772d2d446f6e27742063686f6b652068696d2d2d486f77207761732069742c206f6c642066656c6c6f773f0d0a576861742068617070656e656420746f20796f753f202054656c6c20757320616c6c2061626f757420697421270d0a0d0a20204c6173742063616d652061206c6974746c6520666565626c652c2073717565616b696e6720766f6963652c2028605468617427732042696c6c2c270d0a74686f7567687420416c					
72	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dab9	0	1	0	0	128	6	0x0000022b	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x000037cb	0		6963652c29206057656c6c2c204920686172646c79206b6e6f772d2d4e6f206d6f72652c207468616e6b2079653b2049276d0d0a626574746572206e6f772d2d6275742049276d2061206465616c20746f6f20666c7573746572656420746f2074656c6c20796f752d2d616c6c2049206b6e6f770d0a69732c20736f6d657468696e6720636f6d6573206174206d65206c696b652061204a61636b2d696e2d7468652d626f782c20616e64207570204920676f65730d0a6c696b65206120736b792d726f636b657421270d0a0d0a202060536f20796f75206469642c206f6c642066656c6c6f772127207361696420746865206f74686572732e0d0a0d0a2020605765206d757374206275726e2074686520686f75736520646f776e212720736169642074686520526162626974277320766f6963653b20616e640d0a416c6963652063616c6c6564206f7574206173206c6f75642061732073686520636f756c642c2060496620796f7520646f2e202049276c6c207365740d0a44696e616820617420796f7521270d0a0d0a2020546865726520776173206120646561642073696c656e636520696e7374616e746c792c20616e6420416c6963652074686f7567687420746f0d0a68657273656c662c20604920776f6e646572207768617420746865792057494c4c20646f206e657874212020496620746865792068616420616e790d0a73656e73652c207468657927642074616b652074686520726f6f66206f66662e27202041667465722061206d696e757465206f722074776f2c20746865790d0a626567616e206d6f76696e672061626f757420616761696e2c20616e6420416c6963652068656172642074686520526162626974207361792c2060410d0a626172726f7766756c2077696c6c20646f2c20746f20626567696e20776974682e270d0a0d0a2020604120626172726f7766756c206f6620574841543f272074686f7567687420416c6963653b206275742073686520686164206e6f74206c6f6e6720746f0d0a646f7562742c20666f7220746865206e657874206d6f6d656e7420612073686f776572206f66206c6974746c6520706562626c65732063616d650d0a726174746c696e6720696e206174207468652077696e646f772c20616e6420736f6d65206f66207468656d206869742068657220696e2074686520666163652e0d0a6049276c6c2070757420612073746f7020746f20746869732c2720736865207361696420746f2068657273656c662c20616e642073686f75746564206f75742c0d0a60596f75276420626574746572206e6f7420646f207468617420616761696e21272077686963682070726f647563656420616e6f7468657220646561640d0a73696c656e63652e0d0a0d0a2020416c696365206e6f7469636564207769746820736f6d6520737572707269736520746861742074686520706562626c6573207765726520616c6c0d0a7475726e696e6720696e746f206c6974746c652063616b65732061732074686579206c6179206f6e2074686520666c6f6f722c20616e642061206272696768740d0a696465612063616d6520696e746f2068657220686561642e2020604966204920656174206f6e65206f662074686573652063616b65732c27207368650d0a74686f756768742c206069742773207375726520746f206d616b6520534f4d45206368616e676520696e206d792073697a653b20616e6420					
73	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000daba	0	1	0	0	128	6	0x0000022a	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x00003fea	0		61732069740d0a63616e277420706f737369626c79206d616b65206d65206c61726765722c206974206d757374206d616b65206d6520736d616c6c65722c20490d0a737570706f73652e270d0a0d0a2020536f20736865207377616c6c6f776564206f6e65206f66207468652063616b65732c20616e64207761732064656c69676874656420746f2066696e640d0a746861742073686520626567616e20736872696e6b696e67206469726563746c792e2020417320736f6f6e206173207368652077617320736d616c6c0d0a656e6f75676820746f20676574207468726f7567682074686520646f6f722c207368652072616e206f7574206f662074686520686f7573652c20616e640d0a666f756e6420717569746520612063726f7764206f66206c6974746c6520616e696d616c7320616e642062697264732077616974696e67206f7574736964652e0d0a54686520706f6f72206c6974746c65204c697a6172642c2042696c6c2c2077617320696e20746865206d6964646c652c206265696e672068656c642075702062790d0a74776f206775696e65612d706967732c2077686f207765726520676976696e6720697420736f6d657468696e67206f7574206f66206120626f74746c652e0d0a5468657920616c6c206d6164652061207275736820617420416c69636520746865206d6f6d656e74207368652061707065617265643b20627574207368650d0a72616e206f666620617320686172642061732073686520636f756c642c20616e6420736f6f6e20666f756e642068657273656c66207361666520696e20610d0a746869636b20776f6f642e0d0a0d0a202060546865206669727374207468696e67204927766520676f7420746f20646f2c27207361696420416c69636520746f2068657273656c662c206173207368650d0a77616e64657265642061626f757420696e2074686520776f6f642c2060697320746f2067726f7720746f206d792072696768742073697a6520616761696e3b0d0a616e6420746865207365636f6e64207468696e6720697320746f2066696e64206d792077617920696e746f2074686174206c6f76656c792067617264656e2e0d0a49207468696e6b20746861742077696c6c20626520746865206265737420706c616e2e270d0a0d0a2020497420736f756e64656420616e20657863656c6c656e7420706c616e2c206e6f20646f7562742c20616e642076657279206e6561746c7920616e640d0a73696d706c7920617272616e6765643b20746865206f6e6c7920646966666963756c7479207761732c20746861742073686520686164206e6f74207468650d0a736d616c6c657374206964656120686f7720746f207365742061626f75742069743b20616e64207768696c6520736865207761732070656572696e670d0a61626f757420616e78696f75736c7920616d6f6e67207468652074726565732c2061206c6974746c65207368617270206261726b206a757374206f7665720d0a6865722068656164206d61646520686572206c6f6f6b20757020696e20612067726561742068757272792e0d0a0d0a2020416e20656e6f726d6f757320707570707920776173206c6f6f6b696e6720646f776e206174206865722077697468206c6172676520726f756e640d0a657965732c20616e6420666565626c792073747265746368696e67206f7574206f6e65207061772c20747279696e6720746f20746f					
74	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dabb	0	1	0	0	128	6	0x00000229	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x0000dae4	0		756368206865722e0d0a60506f6f72206c6974746c65207468696e672127207361696420416c6963652c20696e206120636f6178696e6720746f6e652c20616e64207368652074726965640d0a6861726420746f2077686973746c6520746f2069743b206275742073686520776173207465727269626c7920667269676874656e656420616c6c207468650d0a74696d65206174207468652074686f756768742074686174206974206d696768742062652068756e6772792c20696e20776869636820636173652069740d0a776f756c642062652076657279206c696b656c7920746f206561742068657220757020696e207370697465206f6620616c6c2068657220636f6178696e672e0d0a0d0a2020486172646c79206b6e6f77696e67207768617420736865206469642c20736865207069636b65642075702061206c6974746c6520626974206f660d0a737469636b2c20616e642068656c64206974206f757420746f207468652070757070793b20776865726575706f6e20746865207075707079206a756d7065640d0a696e746f2074686520616972206f666620616c6c206974732066656574206174206f6e63652c207769746820612079656c70206f662064656c696768742c0d0a616e64207275736865642061742074686520737469636b2c20616e64206d6164652062656c6965766520746f20776f7272792069743b207468656e20416c6963650d0a646f6467656420626568696e6420612067726561742074686973746c652c20746f206b6565702068657273656c662066726f6d206265696e672072756e0d0a6f7665723b20616e6420746865206d6f6d656e7420736865206170706561726564206f6e20746865206f7468657220736964652c207468652070757070790d0a6d61646520616e6f7468657220727573682061742074686520737469636b2c20616e642074756d626c65642068656164206f766572206865656c7320696e0d0a69747320687572727920746f2067657420686f6c64206f662069743b207468656e20416c6963652c207468696e6b696e672069742077617320766572790d0a6c696b6520686176696e6720612067616d65206f6620706c61792077697468206120636172742d686f7273652c20616e6420657870656374696e672065766572790d0a6d6f6d656e7420746f206265207472616d706c656420756e6465722069747320666565742c2072616e20726f756e64207468652074686973746c650d0a616761696e3b207468656e2074686520707570707920626567616e206120736572696573206f662073686f72742063686172676573206174207468650d0a737469636b2c2072756e6e696e6720612076657279206c6974746c652077617920666f72776172647320656163682074696d6520616e642061206c6f6e670d0a776179206261636b2c20616e64206261726b696e6720686f617273656c7920616c6c20746865207768696c652c2074696c6c206174206c617374206974207361740d0a646f776e206120676f6f6420776179206f66662c2070616e74696e672c20776974682069747320746f6e6775652068616e67696e67206f7574206f66206974730d0a6d6f7574682c20616e642069747320677265617420657965732068616c6620736875742e0d0a0d0a202054686973207365656d656420746f20416c696365206120676f6f64206f70706f7274756e69747920666f72206d616b69					
75	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	1300	0x0000dabc	0	1	0	0	128	6	0x00000228	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	0	0	0	0	65535	0x00007c92	0		6e6720686572206573636170653b0d0a736f2073686520736574206f6666206174206f6e63652c20616e642072616e2074696c6c207368652077617320717569746520746972656420616e64206f75740d0a6f66206272656174682c20616e642074696c6c207468652070757070792773206261726b20736f756e646564207175697465206661696e7420696e207468650d0a64697374616e63652e0d0a0d0a202060416e6420796574207768617420612064656172206c6974746c65207075707079206974207761732127207361696420416c6963652c206173207368650d0a6c65616e7420616761696e737420612062757474657263757020746f20726573742068657273656c662c20616e642066616e6e65642068657273656c660d0a77697468206f6e65206f6620746865206c65617665733a202060492073686f756c642068617665206c696b6564207465616368696e6720697420747269636b730d0a76657279206d7563682c2069662d2d696620492764206f6e6c79206265656e207468652072696768742073697a6520746f20646f2069742120204f680d0a64656172212020492764206e6561726c7920666f72676f7474656e2074686174204927766520676f7420746f2067726f7720757020616761696e2120204c65740d0a6d65207365652d2d686f7720495320697420746f206265206d616e616765643f20204920737570706f73652049206f7567687420746f20656174206f720d0a6472696e6b20736f6d657468696e67206f72206f746865723b2062757420746865206772656174207175657374696f6e2069732c20776861743f270d0a0d0a2020546865206772656174207175657374696f6e206365727461696e6c79207761732c20776861743f2020416c696365206c6f6f6b656420616c6c20726f756e640d0a6865722061742074686520666c6f7765727320616e642074686520626c61646573206f662067726173732c206275742073686520646964206e6f74207365650d0a616e797468696e672074686174206c6f6f6b6564206c696b6520746865207269676874207468696e6720746f20656174206f72206472696e6b20756e6465720d0a7468652063697263756d7374616e6365732e20205468657265207761732061206c61726765206d757368726f6f6d2067726f77696e67206e656172206865722c0d0a61626f7574207468652073616d65206865696768742061732068657273656c663b20616e64207768656e2073686520686164206c6f6f6b656420756e6465720d0a69742c20616e64206f6e20626f7468207369646573206f662069742c20616e6420626568696e642069742c206974206f6363757272656420746f206865720d0a7468617420736865206d696768742061732077656c6c206c6f6f6b20616e6420736565207768617420776173206f6e2074686520746f70206f662069742e0d0a0d0a2020536865207374726574636865642068657273656c66207570206f6e20746970746f652c20616e6420706565706564206f766572207468652065646765206f660d0a746865206d757368726f6f6d2c20616e6420686572206579657320696d6d6564696174656c79206d65742074686f7365206f662061206c617267650d0a636174657270696c6c61722c2074686174207761732073697474696e67206f6e2074686520746f702077697468206974732061726d7320666f6c6465642c0d0a7175					
76	00:0d:88:40:df:1d	00:05:9a:3c:78:00	0x00000800	4	20	0	0	672	0x0000dabd	0	1	0	0	128	6	0x0000049b	131.212.31.167	128.119.245.12	2096	80	20	0	0	0	0	0	1	1	0	0	0	65535	0x00004665	0		6965746c7920736d6f6b696e672061206c6f6e6720686f6f6b61682c20616e642074616b696e67206e6f742074686520736d616c6c657374206e6f746963650d0a6f6620686572206f72206f6620616e797468696e6720656c73652e0d0a0d0a0d0a0d0a202020202020202020202020202020202020202020202020202020204348415054455220560d0a0d0a20202020202020202020202020202020202020204164766963652066726f6d206120436174657270696c6c61720d0a0d0a0d0a202054686520436174657270696c6c617220616e6420416c696365206c6f6f6b65642061742065616368206f7468657220666f7220736f6d652074696d6520696e0d0a73696c656e63653a20206174206c6173742074686520436174657270696c6c617220746f6f6b2074686520686f6f6b6168206f7574206f66206974730d0a6d6f7574682c20616e64206164647265737365642068657220696e2061206c616e677569642c20736c6565707920766f6963652e0d0a0d0a20206057686f2061726520594f553f2720736169642074686520436174657270696c6c61722e0d0a0d0a20205468697320776173206e6f7420616e20656e636f75726167696e67206f70656e696e6720666f72206120636f6e766572736174696f6e2e2020416c6963650d0a7265706c6965642c20726174686572207368796c792c2060492d2d4920686172646c79206b6e6f772c207369722c206a7573742061742070726573656e742d2d0d0a6174206c656173742049206b6e6f772077686f204920574153207768656e204920676f742075702074686973206d6f726e696e672c206275742049207468696e6b0d0a49206d7573742068617665206265					
77	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7a9	0	1	0	0	52	6	0x00008627	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x00001222	0							
78	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7aa	0	1	0	0	52	6	0x00008626	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x0000084a	0							
79	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7ab	0	1	0	0	52	6	0x00008625	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x0000fe71	0							
80	00:05:9a:3c:78:00	00:0d:88:40:df:1d	0x00000800	4	20	0	0	40	0x0000a7ac	0	1	0	0	52	6	0x00008624	128.119.245.12	131.212.31.167	80	2096	20	0	0	0	0	0	1	0	0	0	0	32760	0x0000fbf9	0							
