frame.number	eth.dst	eth.src	eth.type	ip.version	ip.hdr_len	ip.dsfield.dscp	ip.dsfield.ecn	ip.len	ip.id	ip.flags.rb	ip.flags.df	ip.flags.mf	ip.frag_offset	ip.ttl	ip.proto	ip.checksum	ip.src	ip.dst	tcp.srcport	tcp.dstport	tcp.hdr_len	tcp.flags.res	tcp.flags.ns	tcp.flags.cwr	tcp.flags.ecn	tcp.flags.urg	tcp.flags.ack	tcp.flags.push	tcp.flags.reset	tcp.flags.syn	tcp.flags.fin	tcp.window_size_value	tcp.checksum	tcp.urgent_pointer	tcp.options	tcp.payload	udp.srcport	udp.dstport	udp.length	udp.checksum	eth.padding
11	00:40:05:40:ef:24	00:60:08:9f:b1:f3	0x00008100	4	20	0	0	1076	0x00008a1e	0	1	0	0	64	6	0x000064e1	131.151.32.21	131.151.32.129	6000	1162	32	0	0	0	0	0	1	1	0	0	0	31856	0x00002510	0	0101080a0199a3f30004f0c8	162836843e00c0003e00c0003d00c000f8010000060016000000000098284e0816283a843f00c0003f00c0003e00c000a4030000060016000000000098284e08162840843a00c0003a00c0003f00c00035000000060016000000000098284e08162844843b00c0003b00c0003a00c00089000000060016000000000098284e08162848843c00c0003c00c0003b00c00023010000060016000000000098284e0816284c843d00c0003d00c0003c00c000bd010000060016000000000098284e0816284f844700c0004700c0004600c000c00100004d0016000000000098284e080c004f844700c000000000003b00160000004308bad600000000000050f9ffbf162850843e00c0003e00c0003d00c000f8010000060016000000000098284e08162852843e00c0003e00c0003d00c0000a020000060016000000000098284e08162853844800c0004800c0004700c0000d020000ac0116000000000098284e080c0053844700c0003b0000001200160000004308bad6000000000000bcf9ffbf162854843f00c0003f00c0003e00c000a4030000060016000000000098284e08162856843f00c0003f00c0003e00c000b6030000060016000000000098284e08162858844c00c0004c00c000000000000e00020016020b000000000098284e080cf958844900c000240202000b000b0000004308589143080000000050f9ffbf0cf958844c00c0000000000016020b0000003308c8a533080000000050f9ffbf16285c843a00c0003a00c0003f00c00035000000060016000000000098284e08162860843b00c0003b00c0003a00c00089000000060016000000000098284e08162864843c00c0003c00c0003b00c00023010000060016000000000098284e08162868843d00c0003d00c0003c00c000bd010000060016000000000098284e0816286c843e00c0003e00c0003d00c0000a020000060016000000000098284e0816286f844800c0004800c0004700c0000d020000c90016000000000098284e080c006f844800c00000000000c900160000004308bad600000000000050f9ffbf127b70843f00c0003f00c000000000c00100000098284e080000000030fbffbf162872844c00c0004c00c000000000000e000200be020b000000000098284e080cf972844c00c00000000000be020b0000003308c8a533080000000050f9ffbf162876843a00c0003a00c0003e00c00035000000060016000000000098284e0816287a843b00c0003b00c0003a00c00089000000060016000000000098284e0816287e843c00c0003c00c0003b00c00023010000060016000000000098284e08162882843d00c0003d00c0003c00c000bd010000060016000000000098284e08162886843e00c0003e00c0003d00c0000a020000060016000000000098284e08					
12	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	52	0x00003b38	0	1	0	0	64	6	0x0000b7c7	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	0	0	0	0	31856	0x000024f3	0	0101080a0004f0c90199a3f3						
13	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	184	0x00003b39	0	1	0	0	64	6	0x0000b742	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x0000ee5a	0	0101080a0004f0c90199a3f3	460005005500c0000900c000000000000b002000420007005500c0000a00c00001001e0009001e000900010009001e00420007005500c0000800c000000000000a0000000000000000001f00420007005500c0000900c00001000100090001000100010001001e00420007005500c0000700c00000001f000a001f000a0000000a001f00					
14	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	208	0x00003b3a	0	1	0	0	64	6	0x0000b729	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x0000f9a2	0	0101080a0004f0c90199a3f3	3d0004001600c0008b002e01f70002003b0005000800c000000000008b002e01f70002003b0005000a00c000000000008b002e01f7000200420005001600c0000800c000ea022e01eb022e01420007001600c0000a00c00000002e01ea022e0100002f0100002f01420005001600c0000800c00000002f01eb022f01380004000800c0000000080000000000380004000a00c0000000080000000000					
15	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	164	0x00003b3b	0	1	0	0	64	6	0x0000b754	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x0000b139	0	0101080a0004f0c90199a3f3	420007001d00c0000800c00000005e00d9025e00d9020000d9025e00420007001d00c0000900c00001005d00d8025d00d8020100d8025d00420007001d00c0000700c00001000100d80201000100010001005d00420007001d00c0000a00c00000000000d90200000000000000005e00					
16	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	316	0x00003b3c	0	1	0	0	64	6	0x0000b6bb	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x0000c005	0	0101080a0004f0c90199a3f3	460005004900c0000c00c00000000000da020f00420207004900c0000800c00000000e00d9020e00d9020000d9020e00420207004900c0000c00c00001000d00d8020d00d8020100d8020d00420007004900c0000700c00001000100d80201000100010001000d00420007004900c0000d00c00000000000d90200000000000000000e00460005004900c0000c00c00000000000da020f00420007004900c0000800c00000000e00d9020e00d9020000d9020e00420007004900c0000c00c00001000d00d8020d00d8020100d8020d00420007004900c0000700c00001000100d80201000100010001000d00420007004900c0000d00c00000000000d90200000000000000000e00					
17	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	184	0x00003b3d	0	1	0	0	64	6	0x0000b73e	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x00008aa7	0	0101080a0004f0c90199a3f3	460005004c00c0000900c00000000000be020b00420207004c00c0000a00c00001000900bc020900bc020100bc020900420207004c00c0000800c00000000000bd0200000000000000000a00420007004c00c0000900c00001000100bc0201000100010001000900420007004c00c0000700c00000000a00bd020a00bd020000bd020a00					
18	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	164	0x00003b3e	0	1	0	0	64	6	0x0000b751	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x00003b37	0	0101080a0004f0c90199a3f3	420007002700c0002900c00000001701d9021701d9020000d9021701420007002700c0002a00c00001001601d8021601d8020100d8021601420007002700c0002800c00001000100d80201000100010001001601420007002700c0002b00c00000000000d90200000000000000001701					
19	ff:ff:ff:ff:ff:ff	00:90:27:17:81:25	0x00008100																																						
20	00:60:08:9f:b1:f3	00:40:05:40:ef:24	0x00008100	4	20	0	0	316	0x00003b3f	0	1	0	0	64	6	0x0000b6b8	131.151.32.129	131.151.32.21	1162	6000	32	0	0	0	0	0	1	1	0	0	0	31856	0x00002b0a	0	0101080a0004f0ca0199a3f3	460005005900c0000e00c00000000000c1020b00420207005900c0000f00c00001000900bf020900bf020100bf020900420207005900c0000800c00000000000c00200000000000000000a00420007005900c0000e00c00001000100bf0201000100010001000900420007005900c0000700c00000000a00c0020a00c0020000c0020a00460005005900c0000900c00000000000c1020b00420007005900c0000a00c00001000900bf020900bf020100bf020900420007005900c0000800c00000000000c00200000000000000000a00420007005900c0000900c00001000100bf0201000100010001000900420007005900c0000700c00000000a00c0020a00c0020000c0020a00					
